instance_name,instance_size,SA_gap,SA_time,SA_cost,ALNS_gap,ALNS_time,ALNS_cost,gap_improvement,cost_improvement,time_ratio
C101,100,18.640960554413965,2.5759358008702598,981.5166666666668,4.832990853781387,129.5763636827469,867.2833333333333,13.80796970063258,114.23333333333346,50.30263706066375
C1_10_1,1000,32.81893973663048,39.578635493914284,56374.73333333334,29.538365123642944,378.2332384586334,54982.30000000001,3.2805746129875395,1392.433333333327,9.556500211251386
C1_2_1,200,23.75490995330914,8.553160667419434,3339.65,16.02497591343661,241.84059389432272,3131.0500000000006,7.729934039872532,208.59999999999945,28.274997196713276
C1_4_1,400,34.6078239106479,11.166896422704061,9609.383333333333,20.526559085560606,254.02488724390665,8604.150000000001,14.081264825087295,1005.2333333333318,22.748029320611767
