instance_name,instance_size,solver_name,gap_to_bks_mean,gap_to_bks_std,gap_to_bks_min,gap_to_bks_max,execution_time_mean,execution_time_std,iterations_mean,solution_cost_mean,solution_cost_std,solution_cost_min
C101,100,ALNS,4.832990853781387,4.3466094968344535,0.0,9.391998065997845,129.5763636827469,49.37265948005886,564.6666666666666,867.2833333333333,35.95950036731139,827.3
C101,100,SA,18.640960554413965,2.5054988934239604,14.565453886135623,20.971836093315606,2.5759358008702598,1.3583322055001803,21636.0,981.5166666666668,20.727992345296418,947.8
C1_10_1,1000,ALNS,29.538365123642944,2.225544594765299,27.009904629071173,32.51988465018092,378.2332384586334,136.20125513904068,1.8333333333333333,54982.30000000001,944.6279521589437,53909.100000000006
C1_10_1,1000,SA,32.81893973663048,0.0026931337014222466,32.8134424004825,32.82003920386008,39.578635493914284,2.9600965706608835,10914.333333333334,56374.73333333334,1.1430952133000047,56372.4
C1_2_1,200,ALNS,16.02497591343661,2.4421838067740773,11.672719187727004,18.50589194397095,241.84059389432272,0.5388906521022273,136.16666666666666,3131.0500000000006,65.90477220960521,3013.600000000001
C1_2_1,200,SA,23.75490995330914,1.0907984558661177,22.29304083598906,25.176017194100652,8.553160667419434,0.28032758671074226,28586.333333333332,3339.65,29.43628713000297,3300.2000000000007
C1_4_1,400,ALNS,20.526559085560606,2.4855623866585392,16.872583627500433,24.399058665321906,254.02488724390665,6.909600684372333,18.666666666666668,8604.150000000001,177.43932765877983,8343.300000000001
C1_4_1,400,SA,34.6078239106479,0.3701085734728531,33.87263965932649,34.80416876786013,11.166896422704061,2.4731277971202084,13583.833333333334,9609.383333333333,26.421310843079727,9556.9
